1,
2,关闭
3,使用
4,可能获得
5,选择一个
6,恭喜获得
7,战力
8,密码错误
9,账号不能为空
10,密码不能为空
11,lv
12,{0}/{1}
13,[{0}]英雄穿戴后，装备属性提升30%
14,请选择服务器
15,竞技场
16,点击选择服务器
17,无角色
18,推荐服务器
19,服务器列表
20,服务器状态提示
21,{0:000}服
22,天前
23,小时前
24,分钟前
25,秒前
93,{0:00}:{1:00}:{2:00}
94,{0:00}:{1:00}
95,{0}
96,{0}天{1}时{2}分{3}秒
97,{0}时{1}分{2}秒
98,{0}分{1}秒
99,{0}秒
101,登录
102,创建
103,请输入账号
104,请输入角色名
105,角色名已存在！
106,当前暂无佣兵！
107,请先通关前一章节
108,点击屏幕开始游戏
109,CLICK THE SCREEN TO START
110,SERVER
111,SELECTED
112,服务器
113,抵制不良游戏，拒绝盗版游戏，注意自我保护，谨防受骗上当，适当游戏益脑，沉迷游戏伤身，合理安排时间，享受健康生活
114,{0}服
115,发送内容不能为空！
116,发送
201,出战\n(主线剧情)
202,任务
203,抽卡
204,商店
205,好友
206,仓库
207,角色
208,要塞
209,FORTERESS
210,城邦
211,CITY
212,野外
213,BATTLEFIELD
214,裂隙
215,时空裂隙
216,领取任务
217,关卡奖励
218,任务刷新
219,{0:00}天{1:00}时
220,{0:00}时{1:00}分
221,{0:00}分{1:00}秒
222,{0:00}秒
223,任务已完成
224,进度达到{0}%可获得任务完成奖励
225,进度
226,探索进度
227,进度奖励预览
228,结束任务
229,已领取
230,当前进度不足{0}%，放弃任务不保存进度，且无法获得任务完成奖励，是否确认放弃？
231,进度已达{0}%，可获得任务完成奖励，若进度达到100%可获得更多随机宝箱奖励，是否确定现在退出？
232,剩余补给值：{0}
250,1.在竞技场中，通过挑战其他玩家获得积分，赢取奖励\n2.每天，每个玩家前两次挑战没有任何消耗，之后的每次挑战需要消耗1枚竞技币\n3.每次挑战获胜后会获得随机奖励，积分上升，挑战失败则积分下降。\n4.每天将根据竞技场积分排名，定时通过邮件为玩家发放每日排名奖励。\n5.竞技场赛季周期为2周，赛季结束时，将根据结算时的排名发放赛季奖励，并且重置所有玩家竞技场积分\n6.新赛季开始后，必须进入竞技场且参加一次挑战后才能参与新赛季排名。
251,未获取到服务器列表，尝试重新获取？
252,暂无排名
253,没有匹配到玩家
254,暂无记录
255,规则说明
256,排名达到{0}后可获得上述奖励
257,竞技券不足，无法挑战
258,快捷购买
280,剧情
281,返回
282,领奖
283,出击
284,通关队伍
285,秘辛
301,确定
302,取消
303,突破升级需要消耗下列材料，是否确定升级?
304,详情
305,技能
306,芯片
307,武器
308,升级
309,佣兵详情
310,佣兵资料
311,全部
312,科技
313,念力
314,强化
315,融合
316,属性详情
317,提示
318,变异
319,战士
320,异能
321,刺客
322,辅助
323,坦克
324,输出
325,控制
326,增益
327,治疗
328,减益
329,法系:火
330,法系:冰
331,法系:电
332,法系:暗
333,法系:毒
334,法系:风
335,法系:光
336,法系:自然
337,物理:挥砍
338,物理:穿刺
339,物理:钝击
340,一键升级
341,前往进化
342,已达等级上限
343,材料不足无法升级
344,职业
345,特性
346,定位
347,伤害
348,确定使用%s个%s购买%s个背包格子？
349,背包达到最大等级
350,货币不足，无法购买
351,战斗力
352,生命
353,攻击
354,防御 
355,解锁等级%s
356,（主动技能）
357,（被动技能）
358,（必杀技)
359,同步佣兵最低等级达到{0}级
401,活动招募
402,特殊招募
403,普通招募
404,支援招募
405,招募
406,招募*10
407,今日已经招募：{0}/{1}次
408,切换特性
421,全部
422,装备
423,道具
424,其他
425,仓库
426,道具信息
427,装备信息
428,装备属性
429,加成特性
430,特性加成
431,拥有数量：{0}
432,物品信息
433,选择{0}个道具
434,可选择数量已达上限
435,请选择想要的奖励
436,使用
437,暂无任何物品
438,可以获得以下奖励
439,一键装备
451,一键进化
452,确认进化
453,取消进化
454,等级上限
455,战力
456,材料不足，无法进化
457,消耗的佣兵中有SSR级的%s，确定继续进化？
458,进化
459,撤销
460,已进化到最高品质
461,材料已足够，无需添加更多材料
462,不是进化材料
463,佣兵进化
464,请选择进化对象
465,佣兵已锁定，不能消耗
466,佣兵已锁定
467,佣兵已解锁
468,智能进化
471,卸下
472,强化
473,替换
474,{0}级
475,已穿戴
476,替换
477,装备替换
478,穿戴
479,装备穿戴
480,暂无可穿戴装备
481,请选择穿戴装备
482,装备强化
483,一键填充
484,确认强化
485,强化等级+{0}
486,已达最大等级
487,暂无强化材料
488,强化等级
489,请选择强化材料
490,金币不足
491,消耗{0}{1}/{2}
492,点击空白处关闭
493,装备详情
501,全能训练
502,科技训练
503,念力训练
504,强化训练
505,融合训练
506,Combined exercise
507,Science exercise
508,Psychic exercise
509,Strengthen exercise
510,Fuse exercise
511,全息模拟
512,每日凌晨0点刷新模拟类型和次数
513,今日剩余{0}次挑战
514,奖励
515,今日剩余挑战次数
516,排行榜
517,挑战记录
518,挑 战
519,当前{0}层
520,{0}层
521,我的排名
522,通关时间
523,玩家等级：
524,战斗报告
525,播放
526,回到第{0}层
527,不能进入，周%s/%s/%s才能进入
528,1.点击前往按钮即可进入对应的训练功能，打败敌人获得丰厚奖励并进入下一层。\n2.每种训练都有格子开放时间，不在开放时间不可进入。\n3.除全能训练以外，其他训练每日都有挑战次数限制，达到次数上限不可再继续挑战。
529,1.全能训练可以上阵所有特性的英雄，击败当前敌人可获得丰富的奖励并进入下一层。\n2.打不过敌人时，试着调整阵容或站位，或者在通关记录里面查看其它玩家的最低战力的通关阵容。
530,1.科技训练只能上阵科技特性的英雄，击败当前敌人可获得丰富的奖励并进入下一层。\n2.打不过敌人时，试着调整阵容或站位，或者在通关记录里面查看其它玩家的最低战力的通关阵容。
531,1.念力训练只能上阵念力特性的英雄，击败当前敌人可获得丰富的奖励并进入下一层。\n2.打不过敌人时，试着调整阵容或站位，或者在通关记录里面查看其它玩家的最低战力的通关阵容。
532,1.强化训练只能上强化技特性的英雄，击败当前敌人可获得丰富的奖励并进入下一层。\n2.打不过敌人时，试着调整阵容或站位，或者在通关记录里面查看其它玩家的最低战力的通关阵容。
533,1.融合训练只能上阵融合特性的英雄，击败当前敌人可获得丰富的奖励并进入下一层。\n2.打不过敌人时，试着调整阵容或站位，或者在通关记录里面查看其它玩家的最低战力的通关阵容。
534,前往
535,每周{0}-{1}-{2}开启
536,通过{0}-{1}解锁
537,层数：
538,未上榜
551,神秘商店
552,公会商店
553,遣散商店
555,重新获取服务器列表
561,MYSTERY STORE
562,GUILD STORE
563,DISBAND STORE
571,<color=#ff9600>通关主线{0}后</color>，{1}将会出现更高级的货物！
572,商店中有你的英雄需要的装备，已经为你标记出来了哟！
573,刷新时间：{0:00}:{1:00}:{2:00}
574,刷新时间：{0:00}天{1:00}小时
575,商店
576,刷新
577,购买提示
578,确认购买
579,属性信息
580,拥有数量
581,刷新商店货物，是否刷新？
582,商品已过期，请重新购买！
583,售罄
601,Complete Chapter To Unlock
602,完成【%s】%s%%解锁
603,通关【{0}】解锁
604,PLOT SELECTION
605,PROGRESS\n{0}%
606,秘辛过往
607,SECRET PAST
608,目标任务
609,TARGET TASK
610,开启秘辛
611,继续探索
612,结束秘辛
613,请选择想要的佣兵
614,记录
615,进度
616,佣兵
617,仓库
618,当前正在探索【%s】，同一时间只能探索1个关卡，继续开启秘辛会关闭当前关卡，是否确定继续？
619,战斗
620,发现敌人
621,关卡阵容
622,GATE LINEUP
623,奖励预览
624,可获得以下奖励
625,GET A REWARD
626,秘辛奖励
627,剩余奖励
628,REMAINING REWARD
629,BUFF选择
630,选择一个BUFF
631,CHOOSE ONE
632,佣兵选择
633,请选择一个佣兵
634,可能获得以下奖励
635,2小时
636,4小时
637,6小时
638,8小时
639,12小时
640,24小时
641,道具数量不足，无法合成
649,刚刚
650,{0}分钟前
651,{0}小时前
652,{0}天前
653,邮件
654,一键删除
655,一键领取
656,领取
657,数量：{0}/{1}
658,暂未收到任何邮件
659,确定删除所有已读邮件？
660,邮件数量已达上限，为了不影响使用，请及时清理邮件
661,{0}分钟后过期
662,{0}小时后过期
663,{0}天后过期
664,信息详情
665,{0}秒前
666,竞技币购买
667,免费
668,保存阵容
669,赛季结束倒计时：
670,{0}天{1}时
671,防守阵容
672,功能暂未开放
673,数据统计
674,调整阵容
675,强化装备
676,英雄升级
677,购买数为0
678,竞技组编号：
679,个人积分
680,战斗记录
681,每日结算倒计时:
682,每日奖励
683,当前排名:
684,赛季奖励
685,我的排名
686,防守战力
687,对方好友申请数量已满
688,对方好友已达上限
689,您所拥有的好友已达上限
690,您已是对方好友
691,今日赠送已达上限
692,今日领取支援点已达上限
693,请勾选需要删除的好友
694,频道{0}-{1}
695,世界频道聊天-频道
696,流畅
697,拥挤
698,爆满
699,维护
701,默认
702,卡里斯
703,七海商会
704,克罗地
705,索兰斯特
706,亚斯赫墨
707,弗雷斯
708,怒海之城
709,奥汀斯顿
710,梅迪亚
800,<color=#00FF00>+%s</color>
801,攻击+%s
802,攻击-%s
803,<color=#FFFFFF>-%s</color>
804,<color=#B22222>-%s</color>
805,<color=#40E0D0>闪避</color>
806,<color=#40E0D0>怒气%s</color>
807,<color=#40E0D0>怒气%s</color>
808,<color=#B22222>timeout%s</color>
809,<color=#40E0D0>怒气%s</color>
